id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1384087405418848257,1384087405418848257,2021-04-19 15:42:07 India Standard Time,2021-04-19,15:42:07,+0530,702292079444013056,houston__ai,Artificial Intelligence in Houston,,"Ping An's AskBob Doctor Top-ranked in Global Artificial Intelligence Competition, Supporting Research, Diagnoses and Treatment Decisions - PRNewswire  https://t.co/q1hEBpbFFa #Houston #ArtificialIntelligence #AI",en,[],['https://hukum.blog/ext/57/https://www.prnewswire.com/news-releases/ping-ans-askbob-doctor-top-ranked-in-global-artificial-intelligence-competition-supporting-research-diagnoses-and-treatment-decisions-301271357.html'],[],0,2,0,"['houston', 'artificialintelligence', 'ai']",[],https://twitter.com/Houston__AI/status/1384087405418848257,False,,0,,,,,,,,[],,,,
1384087400754802693,1384087400754802693,2021-04-19 15:42:06 India Standard Time,2021-04-19,15:42:06,+0530,702292079444013056,houston__ai,Artificial Intelligence in Houston,,3 Ways Artificial Intelligence Is Changing Our World - BusinessBecause  https://t.co/6kTN2PMVZO #Houston #ArtificialIntelligence #AI,en,[],['https://hukum.blog/ext/57/https://www.businessbecause.com/news/masters-in-management/7562/artificial-intelligence-changing-our-world?sponsored'],[],0,2,0,"['houston', 'artificialintelligence', 'ai']",[],https://twitter.com/Houston__AI/status/1384087400754802693,False,,0,,,,,,,,[],,,,
1384087396904439811,1384087396904439811,2021-04-19 15:42:05 India Standard Time,2021-04-19,15:42:05,+0530,702292079444013056,houston__ai,Artificial Intelligence in Houston,,"RadNet's Artificial Intelligence Subsidiary, DeepHealth, Announces FDA Clearance for its AI Mammography Triage Software - GlobeNewswire  https://t.co/U43VpsLIYl #Houston #ArtificialIntelligence #AI",en,[],['https://hukum.blog/ext/57/https://www.globenewswire.com/news-release/2021/04/19/2212154/10985/en/RadNet-s-Artificial-Intelligence-Subsidiary-DeepHealth-Announces-FDA-Clearance-for-its-AI-Mammography-Triage-Software.html'],[],0,2,0,"['houston', 'artificialintelligence', 'ai']",[],https://twitter.com/Houston__AI/status/1384087396904439811,False,,0,,,,,,,,[],,,,
1384087388301840388,1384087388301840388,2021-04-19 15:42:03 India Standard Time,2021-04-19,15:42:03,+0530,3383587300,shoppingdubaitv,Shopping Dubai TV,,Start to promote your products and services on Principauté de Monaco TV and reach over 7 million potential customers. With our #Artificialintelligence you can reach 400% conversion.  &gt;&gt;  Inquiry:  https://t.co/Men9eMy2c0 #advertising #shopping #tvchannel #marketing #MonteCarlo  https://t.co/BVBa81PajH,en,[],['https://c4l.us/us023'],[],0,0,0,"['artificialintelligence', 'advertising', 'shopping', 'tvchannel', 'marketing', 'montecarlo']",[],https://twitter.com/ShoppingDubaiTV/status/1384087388301840388,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1384087312733130755/pu/img/0RcrjHkpzv_tD2ve.jpg,,,,,,,[],,,,
1384087388155125768,1384087388155125768,2021-04-19 15:42:03 India Standard Time,2021-04-19,15:42:03,+0530,815169124322201600,datascience__,Data science,,Artificial intelligence can help spot traces of natural selection | | Imperial College London  https://t.co/ZPeMuTPFUX  #ArtificialIntelligence,en,[],['https://www.imperial.ac.uk/news/217873/artificial-intelligence-help-spot-traces-natural/'],[],0,2,0,['artificialintelligence'],[],https://twitter.com/Datascience__/status/1384087388155125768,False,,0,,,,,,,,[],,,,
1384087369695993859,1384087369695993859,2021-04-19 15:41:58 India Standard Time,2021-04-19,15:41:58,+0530,837341223694249984,nordicinst,Nordic AI Artificial Intelligence Institute,,Immigration Policies An Ongoing Concern To AI Researchers. #industry40 #aiforgood #deeplearning  https://t.co/IgD5pDcKhr,en,[],['https://www.unite.ai/immigration-policies-an-ongoing-concern-to-ai-researchers/'],[],0,0,2,"['industry40', 'aiforgood', 'deeplearning']",[],https://twitter.com/nordicinst/status/1384087369695993859,False,,0,,,,,,,,[],,,,
1384087365342220290,1384087365342220290,2021-04-19 15:41:57 India Standard Time,2021-04-19,15:41:57,+0530,1296953611088351232,aifeeds,A.I. Smartable,,"#News: Global Vehicle Speech Recognition System Market Outlook, Industry Analysis and Prospect 2021-2026 #NLP #artificialintelligence #AI  https://t.co/CQeBQunoDb  https://t.co/PGk0sfY6kk",en,[],['https://www.marketwatch.com/press-release/global-vehicle-speech-recognition-system-market-outlook-industry-analysis-and-prospect-2021-2026-2021-04-19'],['https://pbs.twimg.com/media/EzVEHzwVkAEV0t3.jpg'],0,0,1,"['news', 'nlp', 'artificialintelligence', 'ai']",[],https://twitter.com/AIFeeds/status/1384087365342220290,False,,1,https://pbs.twimg.com/media/EzVEHzwVkAEV0t3.jpg,,,,,,,[],,,,
1384087314746335236,1384087314746335236,2021-04-19 15:41:45 India Standard Time,2021-04-19,15:41:45,+0530,1285839461322874881,mustinvestnews,MUST Investment News,,#ArtificialIntelligence Policy and Funding in #Canada ..@CriemCirm says&amp;shows..#SDG #DeepLearning #bigdata #innovations #Blockchain #digitaltransformation #investments #startups #technology #AI #Sustainability #inclusive #technology #businessgrowth  https://t.co/THHz57f2cc  https://t.co/NcGZy7oM9K,en,"[{'screen_name': 'criemcirm', 'name': 'criem cirm', 'id': '2884565975'}]",['https://youtu.be/kAq_F85KPXA'],[],0,0,1,"['artificialintelligence', 'canada', 'sdg', 'deeplearning', 'bigdata', 'innovations', 'blockchain', 'digitaltransformation', 'investments', 'startups', 'technology', 'ai', 'sustainability', 'inclusive', 'technology', 'businessgrowth']",[],https://twitter.com/MUSTInvestNews/status/1384087314746335236,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1384086499969277959/pu/img/IlY8ZCtnGMrj9Fql.jpg,,,,,,,[],,,,
1384087313773260806,1384087313773260806,2021-04-19 15:41:45 India Standard Time,2021-04-19,15:41:45,+0530,1021322525287026688,machinelearntec,Machine Learning,,Artificial intelligence is about to change how you buy lipstick (and other cosmetics) - TechRadar   https://t.co/VsaF5r9bNi  #ArtificialIntelligence #AI #DataScience #100DaysOfCode #Python #MachineLearning #BigData #DeepLearning #NLP #Robots #IoT,en,[],['https://ift.tt/2Qcba94'],[],0,5,3,"['artificialintelligence', 'ai', 'datascience', '100daysofcode', 'python', 'machinelearning', 'bigdata', 'deeplearning', 'nlp', 'robots', 'iot']",[],https://twitter.com/machinelearnTec/status/1384087313773260806,False,,0,,,,,,,,[],,,,
1384087213042921473,1384087213042921473,2021-04-19 15:41:21 India Standard Time,2021-04-19,15:41:21,+0530,1021322525287026688,machinelearntec,Machine Learning,,4 Ways #ArtificialIntelligence Can Improve Your #Marketing   @kashthefuturist @mvollmer1 @MikeQuindazzi @reach2ratan @Ronald_vanLoon @jblefevre60@Fabriziobustama  @gvalan @Paula_Piccard @HaroldSinnott @JGrobicki @kuriharan @KirkDBorne @AlanSee  https://t.co/DKcjvFtTAg,en,"[{'screen_name': 'kashthefuturist', 'name': 'dr. kash sirinanda', 'id': '925112851894865920'}, {'screen_name': 'mvollmer1', 'name': 'dr. marcell vollmer #staysafe #wfh', 'id': '99674560'}, {'screen_name': 'mikequindazzi', 'name': 'mike quindazzi ✨', 'id': '2344530218'}, {'screen_name': 'reach2ratan', 'name': 'ratan jyoti', 'id': '262641807'}, {'screen_name': 'ronald_vanloon', 'name': 'ronald van loon', 'id': '555031989'}, {'screen_name': 'gvalan', 'name': 'greg valancius', 'id': '115991458'}, {'screen_name': 'paula_piccard', 'name': 'paula piccard', 'id': '291831562'}, {'screen_name': 'haroldsinnott', 'name': 'harold sinnott 📲 #techforgood', 'id': '202590356'}, {'screen_name': 'jgrobicki', 'name': 'janusz grobicki', 'id': '2269520654'}, {'screen_name': 'kuriharan', 'name': 'kohei kurihara -dataprivacy for fighting covid-19-', 'id': '135922295'}, {'screen_name': 'kirkdborne', 'name': 'kirk borne', 'id': '534563976'}, {'screen_name': 'alansee', 'name': 'alan see', 'id': '14801984'}]",['https://www.forbes.com/sites/kateharrison/2019/01/20/5-ways-artificial-intelligence-can-improve-your-marketing-plus-10-provider-suggestions/amp/?__twitter_impression=true'],[],0,0,1,"['artificialintelligence', 'marketing']",[],https://twitter.com/machinelearnTec/status/1384087213042921473,False,,0,,,,,,,,[],,,,
1384087198971023364,1384087198971023364,2021-04-19 15:41:17 India Standard Time,2021-04-19,15:41:17,+0530,1367438847387181057,infotechview,Infotechview.Media,,The AI industry will see a compounded annual growth rate of 42.2% between 2020 and  2027.    https://t.co/waQ67BJUlK  #infotechviewmedia #ArtificialIntelligence  #Industry  #Data   #COVID19  #clouds  #DigitalMarketing  #networking  #virtual     https://t.co/3ictvWELrD,en,[],"['http://www.infotechview.media', 'https://bit.ly/3v6Xs6h']",[],0,0,1,"['infotechviewmedia', 'artificialintelligence', 'industry', 'data', 'covid19', 'clouds', 'digitalmarketing', 'networking', 'virtual']",[],https://twitter.com/infotechview/status/1384087198971023364,False,,0,,,,,,,,[],,,,
1384087164401582087,1384087164401582087,2021-04-19 15:41:09 India Standard Time,2021-04-19,15:41:09,+0530,2367320131,cybersecboardrm,Bob Carver ✭,,Implying AI in Business to Evolve from Minimum to Million #ArtificialIntelligence   https://t.co/1fh8pplYOO,en,[],['https://www.analyticsinsight.net/implying-ai-in-business-to-evolve-from-minimum-to-million/'],[],0,0,0,['artificialintelligence'],[],https://twitter.com/cybersecboardrm/status/1384087164401582087,False,,0,,,,,,,,[],,,,
1384087160538632205,1383852613255323652,2021-04-19 15:41:08 India Standard Time,2021-04-19,15:41:08,+0530,82312919,kaizervonmaanen,Imperador da lua,,"@itsmalaikaaaaa Tons of men (and bots) do this, it is absolutely awful and haram. I am a man and avoid posting my picture because I have worked with Artificial intelligence, people who post pictures of themselves will probably have no rights in the future, it is so easy to use them neferiously.",en,[],[],[],0,0,0,[],[],https://twitter.com/kaizervonmaanen/status/1384087160538632205,False,,0,,,,,,,,"[{'screen_name': 'itsmalaikaaaaa', 'name': '👼🏽 ملاءكه', 'id': '1106604985415073792'}]",,,,
1384087082490994691,1384078144135598085,2021-04-19 15:40:50 India Standard Time,2021-04-19,15:40:50,+0530,1201802305013723139,mraiteacher,Mr Artificial Intelligence,,"@MartinSLewis I would suggest adding a vote option to just ""view results"", some may cast a random vote just to see percentages straight away.",en,[],[],[],0,0,0,[],[],https://twitter.com/MrAiTeacher/status/1384087082490994691,False,,0,,,,,,,,"[{'screen_name': 'MartinSLewis', 'name': 'Martin Lewis', 'id': '252569527'}]",,,,
1384087062240919555,1384087062240919555,2021-04-19 15:40:45 India Standard Time,2021-04-19,15:40:45,+0530,863481084,marchigiada,Marchi Giada,,Start to promote your products and services on Principauté de Monaco TV and reach over 7 million potential customers. With our #Artificialintelligence you can reach 400% conversion.  &gt;&gt;  Inquiry:  https://t.co/HvRNdKWtaM #advertising #shopping #tvchannel #marketing #MonteCarlo  https://t.co/XuK1LHhjrK,en,[],['https://c4l.us/us023'],[],0,0,0,"['artificialintelligence', 'advertising', 'shopping', 'tvchannel', 'marketing', 'montecarlo']",[],https://twitter.com/MarchiGiada/status/1384087062240919555,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1384086973925642243/pu/img/HI0DASWID0LqgiVf.jpg,,,,,,,[],,,,
1384087032062873602,1384087032062873602,2021-04-19 15:40:38 India Standard Time,2021-04-19,15:40:38,+0530,2189916848,frsfnrs,F.R.S.-FNRS,,"IBM Innovation Award 2021 - Appel ouvert ! Thèse de doctorat avec contribution originale aux Sciences de l'Informatique ou ses applications : Artificial Intelligence, Social Media, Analytics &amp; Big Data, Mobile Computing, Cyber Security, Cloud Computing.  https://t.co/00TTG0Eonv  https://t.co/LhQpyib0kd",fr,[],['https://www.frs-fnrs.be/fr/prix-mecenats/prix-scientifiques/prix-en-sciences-technologiques#ibm'],['https://pbs.twimg.com/media/EzVDSCnVEAUJhQM.jpg'],0,0,0,[],[],https://twitter.com/frsFNRS/status/1384087032062873602,False,,1,https://pbs.twimg.com/media/EzVDSCnVEAUJhQM.jpg,,,,,,,[],,,,
1384086972000399360,1384086972000399360,2021-04-19 15:40:23 India Standard Time,2021-04-19,15:40:23,+0530,197332083,elsmodels,ELS Models,,Start to promote your products and services on Principauté de Monaco TV and reach over 7 million potential customers. With our #Artificialintelligence you can reach 400% conversion.  &gt;&gt;  Inquiry:  https://t.co/6NJuaCZsHI #advertising #shopping #tvchannel #marketing #MonteCarlo  https://t.co/fRHPpnWojn,en,[],['https://c4l.us/us023'],[],0,0,0,"['artificialintelligence', 'advertising', 'shopping', 'tvchannel', 'marketing', 'montecarlo']",[],https://twitter.com/ELSModels/status/1384086972000399360,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1384086893168513030/pu/img/xMQuyTckMumkvwtg.jpg,,,,,,,[],,,,
1384086900139384838,1384086900139384838,2021-04-19 15:40:06 India Standard Time,2021-04-19,15:40:06,+0530,322429019,dailyusanews,@Dailyusanews,,Artificial Intelligence: What is Deep Fake Technology and How is it being used? - BBC URDU: یہ انسان اصلی ہے یا نقلی؟ یہ زندہ ہے یا اُس انسان جیسا جو اس دنیا سے کئی برس پہلے جا چکا ہے؟ یہ وہ ممکنہ سوالات ہیں جو…  https://t.co/M6efpQVsRA #guestpost #guestpostingservice #america  https://t.co/eEeNgasUtV,und,[],['http://dlvr.it/RxyzNX'],['https://pbs.twimg.com/media/EzVDs3RVUAAfAYy.jpg'],0,2,0,"['guestpost', 'guestpostingservice', 'america']",[],https://twitter.com/DailyUSANews/status/1384086900139384838,False,,1,https://pbs.twimg.com/media/EzVDs3RVUAAfAYy.jpg,,,,,,,[],,,,
1384086890891026442,1384086890891026442,2021-04-19 15:40:04 India Standard Time,2021-04-19,15:40:04,+0530,714392335,elsfashiontv,ELS Fashion TV,,Start to promote your products and services on Principauté de Monaco TV and reach over 7 million potential customers. With our #Artificialintelligence you can reach 400% conversion.  &gt;&gt;  Inquiry:  https://t.co/Um6Xtac6cd #advertising #shopping #tvchannel #marketing #MonteCarlo  https://t.co/8DRbv93y9w,en,[],['https://c4l.us/us023'],[],0,0,2,"['artificialintelligence', 'advertising', 'shopping', 'tvchannel', 'marketing', 'montecarlo']",[],https://twitter.com/ELSFashionTV/status/1384086890891026442,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1384086806795218952/pu/img/DtUx5sN4wLemkB5q.jpg,,,,,,,[],,,,
1384086878488391684,1384086878488391684,2021-04-19 15:40:01 India Standard Time,2021-04-19,15:40:01,+0530,202590356,haroldsinnott,Harold Sinnott 📲 #TechForGood,,"#Grateful for the mention, @VerdictUK 📱📲 TY @SpirosMargaris 📱 📲  #Robotics trends: #ArtificialIntelligence leads Twitter mentions in Q1 2021   #AI #BigData #5G #ML #RPA #robots #IoT @KirkDBorne @GlenGilmore @nigewillson @Fabriziobustama @antgrasso    https://t.co/TgqSlWAjBO",en,"[{'screen_name': 'verdictuk', 'name': 'verdict', 'id': '760046461824409600'}, {'screen_name': 'spirosmargaris', 'name': 'spiros margaris', 'id': '2711212681'}, {'screen_name': 'kirkdborne', 'name': 'kirk borne', 'id': '534563976'}, {'screen_name': 'glengilmore', 'name': 'glen gilmore 😷', 'id': '17463660'}, {'screen_name': 'nigewillson', 'name': 'nige willson', 'id': '228040559'}, {'screen_name': 'fabriziobustama', 'name': 'fabrizio bustamante', 'id': '326229600'}, {'screen_name': 'antgrasso', 'name': 'antonio grasso', 'id': '4338452835'}]",['https://www.verdict.co.uk/robotics-trends-artificial-intelligence-twitter/'],[],0,1,1,"['grateful', 'robotics', 'artificialintelligence', 'ai', 'bigdata', '5g', 'ml', 'rpa', 'robots', 'iot']",[],https://twitter.com/HaroldSinnott/status/1384086878488391684,False,https://twitter.com/SpirosMargaris/status/1383216186813403139,0,,,,,,,,[],,,,
1384086804597329929,1384086804597329929,2021-04-19 15:39:43 India Standard Time,2021-04-19,15:39:43,+0530,1403587106,dealsitalia,Deals Italia,,Start to promote your products and services on Principauté de Monaco TV and reach over 7 million potential customers. With our #Artificialintelligence you can reach 400% conversion.  &gt;&gt;  Inquiry:  https://t.co/NLU2dA6g4D #advertising #shopping #tvchannel #marketing #MonteCarlo  https://t.co/TDRW8Wi8k0,en,[],['https://c4l.us/us023'],[],0,0,0,"['artificialintelligence', 'advertising', 'shopping', 'tvchannel', 'marketing', 'montecarlo']",[],https://twitter.com/dealsitalia/status/1384086804597329929,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1384086721130680333/pu/img/PfKayyvKB1bEcVbb.jpg,,,,,,,[],,,,
1384086776541683719,1384065101687189507,2021-04-19 15:39:37 India Standard Time,2021-04-19,15:39:37,+0530,384409374,cellardloup,Loup Cellard,,SustAIn: Sustainability Index for Artificial Intelligence   https://t.co/MS2EEQSvLq,en,[],['https://media.ccc.de/v/divoc-reboot-to-respawn-2021-26-sustain-sustainability-index-for-artificial-intelligence#t=633'],[],0,0,0,[],[],https://twitter.com/CellardLoup/status/1384086776541683719,False,,0,,,,,,,,[],,,,
1384086771953143813,1384086771953143813,2021-04-19 15:39:36 India Standard Time,2021-04-19,15:39:36,+0530,856240505826496513,suriyasubraman,Suriya Subramanian,,"RadNet's Artificial Intelligence Subsidiary, DeepHealth, Announces FDA Clearance for its AI Mammography Triage Software - GlobeNewswire: RadNet's Artificial Intelligence Subsidiary, DeepHealth, Announces FDA…  https://t.co/E6goEjCcOC #AI #artificialintelligence #Finperform",en,[],['http://dlvr.it/RxyzHL'],[],0,0,0,"['ai', 'artificialintelligence', 'finperform']",[],https://twitter.com/SuriyaSubraman/status/1384086771953143813,False,,0,,,,,,,,[],,,,
1384086760448163852,1384086760448163852,2021-04-19 15:39:33 India Standard Time,2021-04-19,15:39:33,+0530,1021322525287026688,machinelearntec,Machine Learning,,Elon Musk’s Neuralink could be implanted in human brains this year [ lets hope not ]  https://t.co/LeoIt436qG  #ai #artificialintelligence #machinelearning #deeplearning  @PawlowskiMario   @Ronald_vanLoon   @jblefevre60,en,"[{'screen_name': 'pawlowskimario', 'name': 'mario pawlowski🇵🇱🇺🇸🇪🇺🌎⚽️', 'id': '968008274003005440'}, {'screen_name': 'ronald_vanloon', 'name': 'ronald van loon', 'id': '555031989'}, {'screen_name': 'jblefevre60', 'name': 'jean-baptiste lefevre', 'id': '4374719908'}]",['https://bit.ly/3uQFS6k'],[],0,1,1,"['ai', 'artificialintelligence', 'machinelearning', 'deeplearning']",[],https://twitter.com/machinelearnTec/status/1384086760448163852,False,,0,,,,,,,,[],,,,
1384086719146827786,1384086719146827786,2021-04-19 15:39:23 India Standard Time,2021-04-19,15:39:23,+0530,87651607,alfredelsftv,Alfred 💎 ELS Fashion TV,,Start to promote your products and services on Principauté de Monaco TV and reach over 7 million potential customers. With our #Artificialintelligence you can reach 400% conversion.  &gt;&gt;  Inquiry:  https://t.co/L1jUrJOcVn #advertising #shopping #tvchannel #marketing #MonteCarlo  https://t.co/qZU7sI7Pyq,en,[],['https://c4l.us/us023'],[],0,0,1,"['artificialintelligence', 'advertising', 'shopping', 'tvchannel', 'marketing', 'montecarlo']",[],https://twitter.com/AlfredELSFTV/status/1384086719146827786,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1384086638918201345/pu/img/JCiS__V8Hh1IxZh5.jpg,,,,,,,[],,,,
1384086653354995716,1384086653354995716,2021-04-19 15:39:07 India Standard Time,2021-04-19,15:39:07,+0530,1021322525287026688,machinelearntec,Machine Learning,,Designed for automated quality control applications. By  @creaform3d  #IoT #IIoT #5G #AI #RPA #Robotics  #Industry40 #Machinelearning #3D #ArtificialIntelligence #Automation #Tech #innovation  Cc:  @andi_staub   @chboursin   @jblefevre60   @Nicochan33   @mvollmer1   @LouisSerge,en,"[{'screen_name': 'creaform3d', 'name': 'creaform', 'id': '57494764'}, {'screen_name': 'andi_staub', 'name': 'andreas staub', 'id': '298704683'}, {'screen_name': 'chboursin', 'name': 'christine boursin 🌐', 'id': '3169916217'}, {'screen_name': 'jblefevre60', 'name': 'jean-baptiste lefevre', 'id': '4374719908'}, {'screen_name': 'nicochan33', 'name': 'nicolas babin', 'id': '19284888'}, {'screen_name': 'mvollmer1', 'name': 'dr. marcell vollmer #staysafe #wfh', 'id': '99674560'}, {'screen_name': 'louisserge', 'name': 'louis-serge real del sarte', 'id': '35704105'}]",[],[],0,1,2,"['iot', 'iiot', '5g', 'ai', 'rpa', 'robotics', 'industry40', 'machinelearning', '3d', 'artificialintelligence', 'automation', 'tech', 'innovation']",[],https://twitter.com/machinelearnTec/status/1384086653354995716,False,https://twitter.com/Fabriziobustama/status/1383284058336096260,0,,,,,,,,[],,,,
1384086531065876481,1384086531065876481,2021-04-19 15:38:38 India Standard Time,2021-04-19,15:38:38,+0530,1159491485613666304,thegevanny,Gevanny,,"I made another Classical #Artwork reimagined by #ArtificialIntelligence  (#GAN)  Carl Bloch, In a Roman Osteria, 1866.  #AI #neuralnetworks #generativeart #paintings #arthistory #museum #Copenhagen  https://t.co/qW5c8jUwdg",en,[],[],['https://pbs.twimg.com/media/EzVDXQiVcAIly3-.jpg'],0,0,2,"['artwork', 'artificialintelligence', 'gan', 'ai', 'neuralnetworks', 'generativeart', 'paintings', 'arthistory', 'museum', 'copenhagen']",[],https://twitter.com/thegevanny/status/1384086531065876481,False,,1,https://pbs.twimg.com/media/EzVDXQiVcAIly3-.jpg,,,,,,,[],,,,
1384086512673820672,1384086512673820672,2021-04-19 15:38:34 India Standard Time,2021-04-19,15:38:34,+0530,1264433760,eli_krumova,Elitsa Krumova,,Which Company Uses the Most of Your #Data ❓ 👉🏽 https://t.co/5kTgaun2n4  #CyberSecurity #Privacy #DataProtection #DataSecurity #GDPR #ArtificialIntelligence #AI #ML #SocialMedia #Cloud #Serverless #IoT #IoTPL #IIoT #BigData #Analytics #DataScience #5G #AR #VR #tech #TechTrends #DX  https://t.co/ss8l3KUCW6,en,[],['http://bit.ly/34v2yP9'],['https://pbs.twimg.com/media/EzVCht2UcAQ0nji.jpg'],1,9,3,"['data', 'cybersecurity', 'privacy', 'dataprotection', 'datasecurity', 'gdpr', 'artificialintelligence', 'ai', 'ml', 'socialmedia', 'cloud', 'serverless', 'iot', 'iotpl', 'iiot', 'bigdata', 'analytics', 'datascience', '5g', 'ar', 'vr', 'tech', 'techtrends', 'dx']",[],https://twitter.com/Eli_Krumova/status/1384086512673820672,False,https://twitter.com/Eli_Krumova/status/1336691179602259969,1,https://pbs.twimg.com/media/EzVCht2UcAQ0nji.jpg,,,,,,,[],,,,
1384086436236824580,1384086436236824580,2021-04-19 15:38:16 India Standard Time,2021-04-19,15:38:16,+0530,1365072717075079171,aimfgs,AI Manufacturing Solutions,,#MotionControl #AI #MachineLearning #DigitalTransformation #IOT #Dashboard #ArtificialIntelligence #Manufacturing #Industry40,und,[],[],[],0,3,2,"['motioncontrol', 'ai', 'machinelearning', 'digitaltransformation', 'iot', 'dashboard', 'artificialintelligence', 'manufacturing', 'industry40']",[],https://twitter.com/aimfgs/status/1384086436236824580,False,,0,,,,,,,,[],,,,
1384086415030448129,1384086415030448129,2021-04-19 15:38:11 India Standard Time,2021-04-19,15:38:11,+0530,49534652,sajidmirza,Sajid Mirza,,Will Artificial Intelligence Be Conscious? #MachineLearning #learning #startup via  https://t.co/bDTgBUrl56  https://t.co/cxmyd9EANx,en,[],"['http://twinybots.ch', 'https://interestingengineering.com/will-ai-ever-be-conscious']",[],0,1,2,"['machinelearning', 'learning', 'startup']",[],https://twitter.com/sajidmirza/status/1384086415030448129,False,,0,,,,,,,,[],,,,
1384086414892036099,1384086414892036099,2021-04-19 15:38:11 India Standard Time,2021-04-19,15:38:11,+0530,2199336256,mcadamsrachel1,Rachel McAdams,,Top 10 AI Companies Twitter Accounts to Follow in 2021 #ArtificialIntelligence #ico via  https://t.co/hLF6CnnGye  https://t.co/7rLZQYvexr,en,[],"['http://twinybots.ch', 'https://www.analyticsinsight.net/top-10-ai-companies-twitter-accounts-to-follow-in-2021/']",[],0,0,0,"['artificialintelligence', 'ico']",[],https://twitter.com/mcadamsrachel1/status/1384086414892036099,False,,0,,,,,,,,[],,,,
1384086273460105226,1384086273460105226,2021-04-19 15:37:37 India Standard Time,2021-04-19,15:37:37,+0530,1273731198922166273,artpedd,Pedd Raam Art,,"Greek Hippocrates, Parsi Medics, Danske Lægeløfte, Humanism in combat against Sabbatian Frankist Skull &amp; Bones Vatican Roman Hashashin Ottoman Crown Illuminati Corona murder of Corvids Influence Artificial Intelligence Serpent Venom Golden Calf BLM Antifa Q Extinction CBRN Psyops",da,[],[],[],0,0,0,[],[],https://twitter.com/ArtPedd/status/1384086273460105226,False,https://twitter.com/PreventingODx/status/1336330848061165568,0,,,,,,,,[],,,,
1384086265608343560,1384086265608343560,2021-04-19 15:37:35 India Standard Time,2021-04-19,15:37:35,+0530,1161338996103905280,sciphicstech,Sciphics,,#AI &amp; the use of #Robotics in the #HealthCare sector are gaining in popularity with the latest trends in #Studies &amp; concepts. #ArtificialIntelligence #Automation #MachineLearning #ML #DecisionMaking #Cyberknife #PARO  https://t.co/k3d417ATkx by @TheDailyPioneer,en,"[{'screen_name': 'thedailypioneer', 'name': 'the pioneer', 'id': '470299753'}]",['https://dailypioneer.com/2021/state-editions/artificial-intelligence--robotics-new-heights-in-healthcare.html'],[],0,1,0,"['ai', 'robotics', 'healthcare', 'studies', 'artificialintelligence', 'automation', 'machinelearning', 'ml', 'decisionmaking', 'cyberknife', 'paro']",[],https://twitter.com/SciphicsTech/status/1384086265608343560,False,,0,,,,,,,,[],,,,
1384086258817798146,1384086258817798146,2021-04-19 15:37:33 India Standard Time,2021-04-19,15:37:33,+0530,1262088816237645824,trendingnews_7,TrendingNews,,Designed for automated quality control applications. By @creaform3d #IoT #IIoT #5G #AI #RPA #Robotics  #Industry40 #Machinelearning #3D #ArtificialIntelligence #Automation #Tech #innovation  Cc: @andi_staub @chboursin @jblefevre60 @Nicochan33 @mvollmer1 @LouisSerge,en,"[{'screen_name': 'creaform3d', 'name': 'creaform', 'id': '57494764'}, {'screen_name': 'andi_staub', 'name': 'andreas staub', 'id': '298704683'}, {'screen_name': 'chboursin', 'name': 'christine boursin 🌐', 'id': '3169916217'}, {'screen_name': 'jblefevre60', 'name': 'jean-baptiste lefevre', 'id': '4374719908'}, {'screen_name': 'nicochan33', 'name': 'nicolas babin', 'id': '19284888'}, {'screen_name': 'mvollmer1', 'name': 'dr. marcell vollmer #staysafe #wfh', 'id': '99674560'}, {'screen_name': 'louisserge', 'name': 'louis-serge real del sarte', 'id': '35704105'}]",[],[],0,0,1,"['iot', 'iiot', '5g', 'ai', 'rpa', 'robotics', 'industry40', 'machinelearning', '3d', 'artificialintelligence', 'automation', 'tech', 'innovation']",[],https://twitter.com/TrendingNews_7/status/1384086258817798146,False,https://twitter.com/Fabriziobustama/status/1383284058336096260,0,,,,,,,,[],,,,
1384086233387732995,1384086216551796736,2021-04-19 15:37:27 India Standard Time,2021-04-19,15:37:27,+0530,1133482508153229314,lloyds_lab,Lloyd’s Lab,,Tesselo help organizations manage their land resources more efficiently using satellite imagery and artificial intelligence.  https://t.co/DBKi28cv5q,en,[],['https://tesselo.com'],[],1,0,0,[],[],https://twitter.com/Lloyds_Lab/status/1384086233387732995,False,,0,,,,,,,,[],,,,
1384086157881868289,1384086157881868289,2021-04-19 15:37:09 India Standard Time,2021-04-19,15:37:09,+0530,49287937,hashem25,Hashem AbuBaker,,Implying AI in Business to Evolve from Minimum to Million #ArtificialIntelligence   https://t.co/mwy1ygAAzU,en,[],['https://www.analyticsinsight.net/implying-ai-in-business-to-evolve-from-minimum-to-million/'],[],0,0,0,['artificialintelligence'],[],https://twitter.com/hashem25/status/1384086157881868289,False,,0,,,,,,,,[],,,,
